site_id,site_name,site_phase,context,lab_id,material,taxon,cra,error,d13C,source,additional_references,outlier,hygiene_c1,hygiene_c2,hygience_c3,hygiene_c4,hygiene_c5,hygiene_a1,hygiene_a2,hygiene_a3,hygiene_a4,hygiene_sum,remarks
,Kültepe,,"15,35 m de profondeur",LE-434,,,4870,150,,Bohner2004-ba,"Dolukhanov and Romanovka 1970, Dolukhanov and Timofeev 1972, Chataigner 1995",FALSE,,,,,,,,,,,
,Kültepe,Bronze Ancien,"8,5 m de profondeur",LE-163,,,4880,90,,Bohner2004-ba,"Butomo 1965, Chataigner 1995",FALSE,,,,,,,,,,,
,Kültepe,,"18,2 m de profondeur",LE-477,,,5770,90,,Bohner2004-ba,"Artemev et al. 1961, Iessen 1965, Mellaart 1975, Chataigner 1995",FALSE,,,,,,,,,,,
,Leilan,Period VI (Late Northern Ubaid),Stratum 58,UM-1817,wood,,6584,100,,Bohner2004-ba,Weiss 2000,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4465,charcoal,,10850,200,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4483,charcoal,,12810,660,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4652,charcoal,,13860,300,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4658,charcoal,,12360,280,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6149,charcoal,,10290,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6150,charcoal,,10890,140,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6356,charcoal,,9630,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6363,charcoal,,13540,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3747,plant remains,Lens,9870,140,,Palmisano2017-qp,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3748,plant remains,Lens,9890,120,,Palmisano2017-qp,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3749,plant remains,,9660,250,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3810,plant remains,Lens,9680,100,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3819,plant remains,,9680,100,,Bohner2004-ba,"Kozlowski 1994a, Waterbolk 1994",FALSE,,,,,,,,,,,
TCEC202,Madhhur,,,BM-1458,plant remains,,5570,55,,Bohner2004-ba,Burleigh et al. 1982a,FALSE,,,,,,,,,,,
TCEC203,Magzaliyah,,,IGAN-772,charcoal,,8010,50,,Bohner2004-ba,"Bader 1989, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC203,Magzaliyah,,,IGAN-773,charcoal,,7490,50,,Bohner2004-ba,"Bader 1989, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC204,Mahtaj,,(1005) RN 2010,AAR-26660,Dung?,,8022,32,-25.99,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(1002) RN 2023,AAR-26661,Dung?,,8123,40,-24.67,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(1002) RN 2028,AAR-26662,Dung?,,7918,34,-25.46,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(2003) RN 2088,AAR-26663,Dung?,,8068,37,-27.26,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(2005) RN 2093,AAR-26664,Dung?,,34517,267,-26.21,TCEC,TCEC,TRUE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(3002) RN 2128,AAR-26665,Dung?,,8125,42,-25.55,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(3003) RN 2141,AAR-26666,Dung?,,7958,32,-25.23,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(3003) RN 2142,AAR-26667,Dung?,,8070,32,-25.26,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(3006) RN 2185,AAR-26668,Dung?,,8041,32,-26.78,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(3006) RN 2186,AAR-26669,Dung?,,8042,36,-25.61,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(1015) RN 2199,AAR-26670,plant remains,Salicaceae,7762,31,-26,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
TCEC204,Mahtaj,,(1018) RN 2211,AAR-26671,Dung?,,32396,209,-26.24,TCEC,TCEC,TRUE,,,,,,,,,,,Material uncertain
TCEC205,Malyan,,,TUNC-31,unknown,,4815,91,,Bohner2004-ba,"Iran 10 1972, Renfrew 1978",FALSE,,,,,,,,,,,
TCEC206,Matarrah,,,W-623,charcoal,,7570,250,,Bohner2004-ba,"Rubin and Alexander 1960, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3199,AAR28764,Charcoal (ask),,5998,35,47.4 ± 0.21,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3265,AAR28765,Charcoal (poppel),,5902,61,47.97 ± 0.37,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3267,AAR28766,Charcoal (Mandel),,5970,37,47.56 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3220,AAR28767,Charcoal (ask),,5967,37,47.58 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3043,AAR28768,Charcoal (poppel),,5913,35,47.9 ± 0.21,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3057,AAR28769,Charcoal (ask),,5889,36,48.04 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3248,AAR28770,Charcoal (Mandel),,5989,37,47.45 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC243,Nade-Ali Beigh Tepe,,BT 3232,AAR28771,Charcoal (ask),,6015,37,47.29 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2637,charcoal,,8440,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2713,shell,,9470,140,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2714,shell,,10900,140,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2766,charcoal,,9570,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2773,charcoal,,9480,170,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a, Banadora",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2775,charcoal,,25200,670,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a, Banadora",TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2777,charcoal,,10180,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2778,charcoal,,9010,170,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2935,charcoal,,7640,110,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2936,charcoal,,9170,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2937,charcoal,,9740,150,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2963,charcoal,,9780,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2966,charcoal,,9440,160,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2967,charcoal,,37700,,,Bohner2004-ba,Kozlowski 1994a,TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2969,charcoal,,13000,2400,,Bohner2004-ba,Kozlowski 1994a,TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2970,charcoal,,10070,120,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2971,charcoal,,10330,150,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2972,charcoal,,9490,170,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-2973,charcoal,,10400,190,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4118,charcoal,,11300,200,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4193,charcoal,,9500,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4194,charcoal,,5200,450,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4204,charcoal,,7980,140,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4205,charcoal,,9000,150,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4207,charcoal,,8700,110,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a, Banadora",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4208,charcoal,,10100,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4209,charcoal,,10040,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4210,charcoal,,10180,190,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4211,charcoal,,10260,170,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4212,charcoal,,10480,180,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4213,charcoal,,9410,550,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4214,charcoal,,27000,,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4215,charcoal,,26000,,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4222,charcoal,,8180,120,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a, Waterbolk 1994",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4223,charcoal,,20800,550,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4224,charcoal,,9930,230,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4364,charcoal,,9030,400,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4365,charcoal,,9140,150,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4370,charcoal,,12550,1000,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4371,charcoal,,9770,520,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4372,charcoal,,9770,240,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4453,charcoal,,9630,160,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4463,charcoal,,8910,220,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4469,charcoal,,11090,190,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4473,charcoal,,12240,340,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4474,charcoal,,9640,300,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4475,charcoal,,10370,330,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4476,charcoal,,13600,900,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4477,charcoal,,11150,560,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-4478,charcoal,,10700,190,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5110,shell,,7470,60,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5111,shell,,8630,70,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5116,charcoal,,33300,1100,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5186,charcoal,,9170,90,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5237,charcoal,,40000,,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5240,charcoal,,9130,60,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5249,charcoal,,11180,90,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5257,charcoal,,10020,80,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5421,charcoal,,9250,70,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5422,charcoal,,8750,80,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5424,charcoal,,9140,90,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5425,charcoal,,9140,90,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5440,charcoal,,18250,220,,Bohner2004-ba,Kozlowski 1994a,TRUE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5443,charcoal,,9420,90,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5451,charcoal,,10700,120,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-5595,charcoal,,9950,100,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6108,charcoal,,8300,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6110,charcoal,,9970,170,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6111,charcoal,,10130,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6113,charcoal,,8570,150,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6119,charcoal,,8300,150,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6120,charcoal,,9530,140,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6121,charcoal,,9780,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6127,charcoal,,9800,160,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6128,charcoal,,9870,160,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6129,charcoal,,9510,150,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6130,charcoal,,9230,160,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6131,charcoal,,9370,120,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6143,charcoal,,9990,140,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6148,charcoal,,9720,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC207,Nemrik 9,,,Gd-6152,charcoal,,9800,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
,Nippur,,,P-530,,,4672,74,,Bohner2004-ba,"Stuckenrath 1963, Renfrew 1978",FALSE,,,,,,,,,,,
,Oueili,,,MC-2384,seeds,,5650,90,,Bohner2004-ba,Banadora,FALSE,,,,,,,,,,,
,Oueili,,niv. 3,MC-2386,seeds,,5810,100,,Bohner2004-ba,Banadora,FALSE,,,,,,,,,,,
,Oueili,,niv. 1,MC-2382,charcoal,,5980,100,,Bohner2004-ba,Banadora,FALSE,,,,,,,,,,,
,Oueili,,niv. 3,MC-2385,charcoal,,6170,90,,Bohner2004-ba,Banadora,FALSE,,,,,,,,,,,
,Oueili,,niv. 3,MC-2383,charcoal,,6190,90,,Bohner2004-ba,Banadora,FALSE,,,,,,,,,,,
,Oueili,Phase I,E 87 72 1 (V 34),GifA-89150,charcoal,,6460,140,,Bohner2004-ba,Huot (ed.) 1996,FALSE,,,,,,,,,,,
,Oueili,Phase I,E 87 49 3 (T 34) fosse anterieure,GifA-89149,charcoal,,6680,110,,Bohner2004-ba,Huot (ed.) 1996,FALSE,,,,,,,,,,,
,Oueili,Phase II,E 87 67 1 (W 34),Ly-4550,shell,,6710,160,,Bohner2004-ba,Huot (ed.) 1996,FALSE,,,,,,,,,,,
,Oueili,Phase IA,E 87 59 1 (U 34),GifA-89173,shell,,7320,140,,Bohner2004-ba,Huot (ed.) 1996,FALSE,,,,,,,,,,,
,Oueili,Phase IB,E 87 64 1 (U 34),GifA-89165,shell,,7430,150,,Bohner2004-ba,"Huot 1991, Bernbeck 1994, Huot (ed.) 1996",FALSE,,,,,,,,,,,
,Oueili,Phase II,E 87 67 2 (W 34),Ly-4549,soil,,24470,4700,,Bohner2004-ba,Huot (ed.) 1996,TRUE,,,,,,,,,,,
TCEC208,Palegawra,,,Beta-159542,bone,,11210,110,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,Beta-159543,bone,,12510,90,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,Beta-159544,bone,,10170,70,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,Beta-159545,bone,,8790,70,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,GrN-6356,charcoal,,13060,110,,Bohner2004-ba,"Henry and Servello 1974, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,GrN-6357,charcoal,,14480,75,,Bohner2004-ba,"Henry and Servello 1974, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,GrN-6358,charcoal,,14350,280,,Bohner2004-ba,"Henry and Servello 1974, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC208,Palegawra,,,GrN-6415,charcoal,,11590,95,,Bohner2004-ba,"Henry and Servello 1974, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC208,Palegawra,Zarzian,80–100 cm depth,UCLA-1703A,bone collagen,,13350,460,,Turnbull & Reed 1974,,FALSE,3,1,3,1,2,3,2,1,3,19,
TCEC208,Palegawra,,,UCLA-1703D,bone collagen,,14210,80,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC208,Palegawra,Zarzian,120 cm depth,UCLA-1714D,bone collagen,Ovis/Capra,14400,760,,Turnbull & Reed 1974,,FALSE,3,1,3,1,2,3,2,1,3,19,
,Pisdeli,Pisdeli,niv. 5,P-157,soil,,5460,160,,Bohner2004-ba,"Ralph 1959, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
,Pisdeli,Pisdeli,niv. 5,P-504,soil,,5518,81,,Bohner2004-ba,"Stuckenrath 1963, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
,Pisdeli,Pisdeli,niv. 10,P-505,soil,,5638,85,,Bohner2004-ba,"Stuckenrath 1963, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
TCEC209,Qermez Dere,,,OxA-3752,seeds (charred),Lens,10145,90,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC209,Qermez Dere,,,OxA-3753,,,11990,100,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC209,Qermez Dere,,,OxA-3754,seeds (charred),Lens,9580,95,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC209,Qermez Dere,,,OxA-3755,seeds (charred),Lens,9710,85,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC209,Qermez Dere,,,OxA-3756,seeds (charred),Fabaceae,10115,95,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC209,Qermez Dere,,,OxA-3757,seeds (charred),Lens,9640,85,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Rezaiyeh Road,,,P-866,charcoal,,5445,72,,Bohner2004-ba,Stuckenrath et al. 1966,FALSE,,,,,,,,,,,
,RY-2,,,,charcoal,,5730,190,,Bohner2004-ba,Hole et al. 1969,FALSE,,,,,,,,,,,
,Saadiya,Obeid,,LOD-184,,,5579,255,,Bohner2004-ba,Watkins and Campbell 1987,FALSE,,,,,,,,,,,
,Saadiya,Obeid,,LOD-183,,,6072,270,,Bohner2004-ba,Watkins and Campbell 1987,FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1493,charcoal,,6470,160,,Bohner2004-ba,"Buckley et al. 1968, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1497,charcoal,,6740,190,,Bohner2004-ba,"Buckley et al. 1968, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1499,charcoal,,6050,140,,Bohner2004-ba,"Hole et al. 1969, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1500,wood,,5410,160,,Bohner2004-ba,"Buckley et al. 1968, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1501,charcoal,,7460,160,,Bohner2004-ba,"Buckley et al. 1968, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1502,wood,,6060,140,,Bohner2004-ba,"Buckley et al. 1968, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,I-1503,wood,,5860,230,,Bohner2004-ba,"Hole et al. 1969, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,SI-156,wood,,5770,120,,Bohner2004-ba,"Long and Mielke 1966, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,SI-203,charcoal,,6170,200,,Bohner2004-ba,"Long and Mielke 1967, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,SI-204,charcoal,,6060,200,,Bohner2004-ba,"Long and Mielke 1967, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,SI-205,wood,Tamarix,5700,250,,Bohner2004-ba,"Long and Mielke 1967, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,SI-206,charcoal,,7200,1000,,Bohner2004-ba,"Long and Mielke 1967, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,UCLA-750A,charcoal,,6070,100,,Bohner2004-ba,"Berger et al. 1965, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,UCLA-750B,charcoal,,6925,200,,Bohner2004-ba,"Berger et al. 1965, Hole 1987",FALSE,,,,,,,,,,,
TCEC210,Sabz,,,UCLA-750C,charcoal,,9050,160,,Bohner2004-ba,"Berger et al. 1965, Hole 1987",FALSE,,,,,,,,,,,
