site_id,site_name,site_phase,context,lab_id,material,taxon,cra,error,d13C,source,additional_references,outlier,hygiene_c1,hygiene_c2,hygience_c3,hygiene_c4,hygiene_c5,hygiene_a1,hygiene_a2,hygiene_a3,hygiene_a4,hygiene_sum,remarks
,Sawwan I,,"level I, sol de la pi�ce 39, du b�t. T 11 oder Level III?",P-857,charcoal,,6808,82,,Bohner2004-ba,"El-Wailly, F et al. 1965, Stuckenrath and Ralph 1965, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,level III,BM-1438,charcoal,,6980,59,,Bohner2004-ba,"Burleigh et al. 1982a, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,level II-III,BM-1435,charcoal,,7015,66,,Bohner2004-ba,"Burleigh et al. 1982a, Bernbeck 1994, Banadora",FALSE,,,,,,,,,,,
,Sawwan I,,level IIIA,BM-1437,charcoal,,7037,69,,Bohner2004-ba,"Burleigh et al. 1982a, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,level IIIA,BM-1436,charcoal,,7052,57,,Bohner2004-ba,"Burleigh et al. 1982a, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,level III,BM-1434,charcoal,,7069,66,,Bohner2004-ba,"Burleigh et al. 1982a, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,level III,Pr-180,,,7246,146,,Bohner2004-ba,"Watkins and Campbell 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,"level III, sol 3",P-856,charcoal,,7299,86,,Bohner2004-ba,"El-Wailly, F et al. 1965, Stuckenrath and Ralph 1965, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
,Sawwan I,,"level I, sol 2, pi�ce 21 (-3,5 m)",P-855,charcoal,,7456,73,,Bohner2004-ba,"El-Wailly, F et al. 1965, Stuckenrath and Ralph 1965, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4909,unknown,,5500,60,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4910,unknown,,5020,70,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4911,unknown,,5240,60,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4912,unknown,,5180,50,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4913,unknown,,5430,50,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4914,unknown,,5160,85,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC211,Seh Gabi B,,,SI-4915,unknown,,5630,80,,Bohner2004-ba,"Henrickson 1983, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC212,Seh Gabi C,,,SI-2668,unknown,,6220,80,,Bohner2004-ba,"Levine et al. 1977, Hole 1987",FALSE,,,,,,,,,,,
TCEC212,Seh Gabi C,,,SI-2669,unknown,,6195,105,,Bohner2004-ba,"Levine et al. 1977, Hole 1987",FALSE,,,,,,,,,,,
TCEC212,Seh Gabi C,,,SI-2670,unknown,,6055,80,,Bohner2004-ba,"Levine et al. 1977, Hole 1987",FALSE,,,,,,,,,,,
TCEC235,Shanidar,,,W179,charcoal,,12400,400,,Benz_undated-xm,Kozlowski 1994,FALSE,,,,,,,,,,,
TCEC235,Shanidar,,,W667,charcoal,,10600,300,,Benz_undated-xm,Kozlowski 1994,FALSE,,,,,,,,,,,
TCEC56,Sheikh-e Abad,,"Trench 2, C617, ash layer, S65",Beta-258646,plant remains,Vicia ervilia,8840,60,-23.2,Matthews et al. 2013b,,FALSE,,,,,,,,,,,
TCEC56,Sheikh-e Abad,,"Trench 1, C512, ash layer, S75",Beta-258647,plant remains,Astragalus,10130,60,,Matthews et al. 2013b,,FALSE,,,,,,,,,,,
TCEC56,Sheikh-e Abad,,"Trench 3, C800, Building 2, 'shrine' floor, S800a",Beta-258648,bone collagen,Ovis/Capra,8600,40,-18.9,Matthews et al. 2013b,,FALSE,,,,,,,,,,,
TCEC56,Sheikh-e Abad,,"Trench 1, C515, ash layer, S2",Beta-267508,charcoal,,9970,50,-23.8,Matthews et al. 2013b,,FALSE,,,,,,,,,,,
TCEC56,Sheikh-e Abad,,"Trench 1, C511, ash layer, S68",Beta-267509,plant remains,Poaceae,9730,60,-22.7,Matthews et al. 2013b,,FALSE,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14516,charcoal,,7690,45,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14517,charcoal,,7770,60,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14518,charcoal,,7760,40,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14519,charcoal,,7705,50,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14520,charcoal,,7710,50,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14521,charcoal,,7650,50,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14522,grain,Hordeum vulgare,7720,45,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14523,grain,Triticum turgidum,7640,40,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14524,grain,Triticum turgidum,7655,50,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,TKa-14533,ceramic (organic temper),,7715,50,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,UCI-AMS-21256,charcoal,,7525,25,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,UCI-AMS-21257,charcoal,,7630,25,,Palmisano2017-qp,,,,,,,,,,,,,
,Salat Camii Yanı,,,UCI-AMS-21698,charcoal,,7690,25,,Palmisano2017-qp,,,,,,,,,,,,,
TCEC213,Shimshara,,,K-951,ceramic,,7940,150,,Bohner2004-ba,"Tauber 1968, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC213,Shimshara,,,K-960,unknown,,7300,150,,Bohner2004-ba,"Tauber 1968, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC213,Shimshara,,,K-972,ceramic,,7820,150,,Bohner2004-ba,"Tauber 1968, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC213,Shimshara,,,K-981,ceramic,,10030,160,,Bohner2004-ba,"Tauber 1968, Hole 1987, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC214,Siabid,,,P-442,charcoal,,5815,83,,Bohner2004-ba,"Stuckenrath 1963, Hole 1987",FALSE,,,,,,,,,,,
TCEC214,Siabid,,,QU-1035,unknown,,5870,120,,Bohner2004-ba,"Henrickson 1983, Hole 1987, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
,Sinn,,level XIII,GrN-9831,,,8170,100,,Bohner2004-ba,Roodenberg 1979,FALSE,,,,,,,,,,,
,Sinn,,level XIV,GrN-9832,,,8280,40,,Bohner2004-ba,Roodenberg 1979,FALSE,,,,,,,,,,,
,Sinn,,level XIV,GrN-9833,,,8650,50,,Bohner2004-ba,Roodenberg 1979,FALSE,,,,,,,,,,,
,Sotto,,,IGAN-780,,,7010,150,,Bohner2004-ba,Bader 1989,FALSE,,,,,,,,,,,
,Sotto,,,IGAN-774,,,7150,50,,Bohner2004-ba,Bader 1989,FALSE,,,,,,,,,,,
,Sotto,,,IGAN-769,,,7470,60,,Bohner2004-ba,Bader 1989,FALSE,,,,,,,,,,,
TCEC215,Susa,,,GrN-6052,unknown,,5531,40,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC215,Susa,,,GrN-6054,unknown,,5433,75,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC215,Susa,,,P-912,unknown,,5581,72,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC215,Susa,,,TUNC-58,unknown,,5665,121,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC215,Susa,,,TUNC-59,unknown,,4636,93,,Bohner2004-ba,"Stuckenrath and Mielke 1973, Renfrew 1978",FALSE,,,,,,,,,,,
TCEC215,Susa,,,,unknown,,5093,105,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC216,Tall-e Bakun A,Level 3,"Sq. BB 27, trash heap near oven",Beta-207562,plant remains,,5560,40,,Alizadeh 2006,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC216,Tall-e Bakun A,Level 4,"Sq. BB 27, trash deposit",Beta-210983,plant remains,,5570,40,,Alizadeh 2006,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC217,Tall-e Bakun B,Bakun B2,"Stratigraphic trench, 1.90 m above virgin soil, occupational debris",Beta-210985,plant remains,,6460,40,,Alizadeh 2006,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC218,Tall-i Jari A,Bakun B1,"20 cm above virgin soil, occupational debris",AA-63492,bone,,6280,69,,Alizadeh 2006,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC218,Tall-i Jari A,Bakun B1,"Feature 13, Oven",Beta-207564,plant remains,,6170,40,,Alizadeh 2006,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC218,Tall-i Jari A,Bakun B1,"Feature 9, Oven",Beta-210982,plant remains,,6010,40,,Alizadeh 2006,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,Level 8,"WT, Layer 6, R5a",AA-56410,bone,,7173,71,-17.2,Nishiaki2010-ka,Mashkour et al. 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,Level 4,"AIII, Layer 5, R7-fill",AA-56411,bone,,7259,74,-13.7,Nishiaki2010-ka,Mashkour et al. 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,Level 1,"C, Layer 2",AA-56412,bone,,6939,72,-17.6,Nishiaki2010-ka,Mashkour et al. 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,Level 1,"AIII, Layer 1–2",AA-56413,bone,,6867,50,-19.4,Nishiaki2010-ka,Mashkour et al. 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,Level 4,"WT, Layer 2, R1-fill",AA-56415,bone,,7127,69,-15.5,Nishiaki2010-ka,Mashkour et al. 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,,"50 cm above virgin soil, occupational debris",AA-65264,bone,,7297,45,,Nishiaki2010-ka,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC219,Tall-i Jari B,,"-1.65 m below surface, oven?",Beta-207565,bone,,7140,40,,Nishiaki2010-ka,Alizadeh 2006,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 3,MS-K11-3a,AA-56409,bone collagen,,7347,71,-18,Nishiaki2010-ka,Mashkour et al. 2006,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 22,Above virgin soil,AA-63493,plant remains,,7707,76,,Nishiaki2010-ka,Alizadeh 2006,FALSE,,,,,,,,,,,Discrepency between Alizadeh's levels and Nishiaki's levels?
TCEC220,Tall-i Mushki,Level 17,Burnt surface,Beta-207563,plant remains,,7220,40,,Nishiaki2010-ka,Alizadeh 2006,FALSE,,,,,,,,,,,Discrepency between Alizadeh's levels and Nishiaki's levels?
TCEC220,Tall-i Mushki,Level 12,Occupational debris,Beta-210984,plant remains,,7250,40,,Nishiaki2010-ka,Alizadeh 2006,FALSE,,,,,,,,,,,Discrepency between Alizadeh's levels and Nishiaki's levels?
TCEC220,Tall-i Mushki,Level 2,,TK-34,charcoal,,8640,120,,Nishiaki2010-ka,Fukai et al. 1973,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 2,,TK-35a,bone mineral,,3610,110,,Nishiaki2010-ka,Fukai et al. 1973,FALSE,0,,,1,,,,,,,"TK-35a and TK-35b ""based on the same animal bone, using inorganic and organic materials respectively"" (Nishiaki 2010: 3)"
TCEC220,Tall-i Mushki,Level 2,,TK-35b,bone collagen,,6800,600,,Nishiaki2010-ka,Fukai et al. 1973,FALSE,,,,,,,,,,,"TK-35a and TK-35b ""based on the same animal bone, using inorganic and organic materials respectively"" (Nishiaki 2010: 3)"
TCEC220,Tall-i Mushki,Level 3,MS-L12-3a,TK-571,charcoal,,7270,80,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,"Date obtained 1984, but not published until 2017"
TCEC220,Tall-i Mushki,Level 3,MS-K11-3,TKa-13814,charcoal,,7410,35,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 3,MS-K11-3,TKa-13815,charcoal,,7455,35,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 3,MS-K12-3a,TKa-13816,charcoal,,7420,40,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 2,MS-L11-2a1,TKa-13817,charcoal,,7425,35,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 4,MS-L11-4,TKa-13818,charcoal,,7370,30,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 2,MS-L12-2a1/2/3,TKa-13819,charcoal,,7370,35,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 2,MS-L12-2b1,TKa-13820,charcoal,,7330,35,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC220,Tall-i Mushki,Level 1,MS-L12-1b (Room 8),TKa-13821,charcoal,,7270,150,,Nishiaki2010-ka,,FALSE,,,,,,,,,,,
TCEC53,Tapeh Abdul Hosein,12032,,GX-6353,charcoal,,8100,255,,Darabi2015-jm,Pullar 1981; Pullar 1990,FALSE,,,,,,,,,,,
TCEC53,Tapeh Abdul Hosein,12053,,GX-6355,charcoal,,8665,195,,Darabi2015-jm,Pullar 1981; Pullar 1990,FALSE,,,,,,,,,,,
TCEC53,Tapeh Abdul Hosein,11045,,GX-6356,charcoal,,8945,275,,Darabi2015-jm,Pullar 1981; Pullar 1990,FALSE,,,,,,,,,,,
TCEC53,Tapeh Abdul Hosein,11021,,GX-6357,charcoal,,8935,245,,Darabi2015-jm,Pullar 1981; Pullar 1990,FALSE,,,,,,,,,,,
TCEC53,Tapeh Abdul Hosein,11051,,GX-6358,charcoal,,7485,280,,Darabi2015-jm,Pullar 1981; Pullar 1990,FALSE,,,,,,,,,,,
TCEC53,Tapeh Abdul Hosein,11061,,GX-6359,charcoal,,8655,240,,Darabi2015-jm,Pullar 1981; Pullar 1990,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,1A,,B-159547,bone collagen,,7470,70,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,3,,B-159548,bone collagen,,7950,60,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,5,,B-159549,bone collagen,,7800,60,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,4,,B-159550,bone collagen,,8070,60,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,SI-4,,P-465,charcoal,,7610,100,,Darabi2015-jm,Voigt & Dyson 1992,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,SI-5,,P-466,charcoal,,7960,100,,Darabi2015-jm,Voigt & Dyson 1992,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,SI-1,,P-467,charcoal,,7640,90,,Darabi2015-jm,Voigt & Dyson 1992,FALSE,,,,,,,,,,,
TCEC52,Tapeh Sarab,,,UCLA-1714A,,,7850,,,Darabi2015-jm,Mellaart 1975,FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TK-198,unknown,,7800,80,,Bohner2004-ba,"Fukai et al. 1981, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TK-199a,charcoal,,6340,390,,Bohner2004-ba,"Fukai et al. 1981, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TK-199b,charcoal,,6680,290,,Bohner2004-ba,"Fukai et al. 1981, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TK-23,unknown,,7360,100,,Bohner2004-ba,"Sato et al. 1969, Bernbeck 1994, Banadora",FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TK-24,charcoal,,7520,120,,Bohner2004-ba,"Sato et al. 1969, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TKa-13418,charcoal,,7520,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TKa-13420,charcoal,,7600,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC221,Telul eth-Thalathat II,,,TKa-13421,charcoal,,7620,50,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,D,,B-147111,bone collagen,,7630,60,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,F,,B-147112,bone collagen,,7260,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,H,,B-147113,bone collagen,,7950,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,K,,B-147114,bone collagen,,7080,60,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,L,,B-147115,bone collagen,,7940,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,N,,B-147116,bone collagen,,3690,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,P,,B-147117,bone collagen,,7890,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,Q,,B-147118,bone collagen,,8070,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,R,,B-147119,bone collagen,,8000,50,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,U,,B-147120,bone collagen,,8060,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,V,,B-147121,bone collagen,,7820,50,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,T,,B-147122,bone collagen,,8170,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,L,,B-177116,bone collagen,,8130,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,V,,B-177117,bone collagen,,8280,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,H,,B-177131,bone collagen,,7810,40,,Darabi2015-jm,Zeder 2008b,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,U,,K-1006,charcoal,Pistacia,8410,200,,Darabi2015-jm,"Tauber 1968, Hole 1987a",FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,H,,K-879,charcoal,,7760,150,,Darabi2015-jm,Hole 1987a,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,H,,,charcoal,,5810,150,,Darabi2015-jm,Mortensen 2014,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,U,,,charcoal,,6460,200,,Darabi2015-jm,Mortensen 2014,FALSE,,,,,,,,,,,
TCEC51,Tepe Guran,V,,,charcoal,,6720,200,,Darabi2015-jm,Mortensen 2014,FALSE,,,,,,,,,,,
TCEC236,Tepe Rahmatabad,,"Trench A, Unit A Loc 53, Level A IV",KIA-33174,charcoal,,7945,,,Azizi Kharanaghi et al. 2013,Bernbeck et al. 2008,FALSE,,,,,,,,,,,
TCEC236,Tepe Rahmatabad,,"Trench A, Unit A Loc 61, Level A VI",KIA-33173,charcoal,,8023,45,,Azizi Kharanaghi et al. 2013,Bernbeck et al. 2008,FALSE,,,,,,,,,,,
TCEC236,Tepe Rahmatabad,,"Trench A, Unit A Loc 62, Level A VII",UZ-5331,charcoal,,7925,75,,Azizi Kharanaghi et al. 2013,Bernbeck et al. 2008,FALSE,,,,,,,,,,,
,Uqair A,,,P-1498,shell,,6599,107,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
,Warka,,IVA,,,,4883,85,,Bohner2004-ba,"nd, Renfrew 1978",FALSE,,,,,,,,,,,
,Warka,,"niv. XVIII (le plus profond dans le sondage l'Eanna), repose sur le sol vierge",H-138-123,organic material,,6070,160,,Bohner2004-ba,"Science 127, 1958",FALSE,,,,,,,,,,,
,Yanik,Pisdeli,niv. MC 8,P-1245,charcoal,,5090,56,,Bohner2004-ba,"Stuckenrath and Lawn 1969, Chataigner 1995",FALSE,,,,,,,,,,,
,Yanik,Pisdeli,niv. MC 17,P-1246,charcoal,,5267,73,,Bohner2004-ba,"Stuckenrath and Lawn 1969, Chataigner 1995",FALSE,,,,,,,,,,,
,Yanik,Hajji Firuz,niv. P 5,P-1243,charcoal,,6926,80,,Bohner2004-ba,"Stuckenrath and Lawn 1969, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
,Yanik,Hajji Firuz,niv. P 7,P-1244,charcoal,,7035,69,,Bohner2004-ba,"Stuckenrath and Lawn 1969, Hole 1987, Chataigner 1995, Banadora",FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe I,,niv. 7-8,LE-1070,,,7040,100,,Bohner2004-ba,"Merpert et al. 1976, Munchaev et al. 1981, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe I,,niv. 7,LE-1086,,,7150,90,,Bohner2004-ba,"Merpert et al. 1976, Munchaev et al. 1981, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. VI, -4,20 m",LE-1173,,,6110,110,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. III, -1,70 � -1,90 m",LE-1015,,,6160,130,,Bohner2004-ba,"Merpert et al. 1981, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. VII, -4,85 � -5,20 m",LE-1212,,,6400,120,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. VI, -4,40 Xa -4,60 m",LE-1172,,,6430,80,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. VI, -4,70 m",LE-1174,,,6440,80,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. VI, -4,30 m",LE-1211,,,6500,100,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. VIII, -5,30 � 5,50 m",SOAN-1291,,,6660,40,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. Viii, entre -5,40 et -5,85 m",LE-1011,,,6790,180,,Bohner2004-ba,"Munchaev et al. 1981, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC222,Yarim Tepe II,,"niv. III, -1,50 m",LE-1012,,,7170,180,,Bohner2004-ba,Munchaev et al. 1981,FALSE,,,,,,,,,,,
,Zaghe,,"niv. I, Cheschmeh Ali",TUNC-10,,,4910,70,,Bohner2004-ba,Bovington and Masoumi 1972,FALSE,,,,,,,,,,,
,Zaghe,,"-2,89 m",TUNC-12,carbonised wood,,7147,91,,Bohner2004-ba,Bovington and Masoumi 1972,FALSE,,,,,,,,,,,
TCEC223,Zawi Chemi Shanidar,,,W-179,charcoal,,12400,400,,Bohner2004-ba,"Hole and Flannery 1967, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC223,Zawi Chemi Shanidar,,,W-667,charcoal,,10600,300,,Bohner2004-ba,"Rubin and Alexander 1960, Solecki, R.S. 1963, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC223,Zawi Chemi Shanidar,,,W-681,charcoal,,10800,300,,Bohner2004-ba,"Rubin and Alexander 1960, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC224,Zeribar,,,Y-1160,pollen,,14800,300,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC224,Zeribar,,,Y-934,pollen,,5460,120,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,